segment_code,segment_name,family_code,family_name,class_code,class_name,product_code,id,name
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1010,Animales vivos,101016,Pájaros y aves de corral,10101603,unspsc_code_10101603,Pavos vivos
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1010,Animales vivos,101016,Pájaros y aves de corral,10101604,unspsc_code_10101604,Gansos vivos
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1010,Animales vivos,101016,Pájaros y aves de corral,10101605,unspsc_code_10101605,Faisanes vivos
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1010,Animales vivos,101017,Peces,10101701,unspsc_code_10101701,Salmón vivos
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1010,Animales vivos,101017,Peces,10101702,unspsc_code_10101702,Trucha viva
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1010,Animales vivos,101017,Peces,10101703,unspsc_code_10101703,Tilapia viva
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1010,Animales vivos,101017,Peces,10101704,unspsc_code_10101704,Carpa viva
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1010,Animales vivos,101017,Peces,10101705,unspsc_code_10101705,Anguilas vivas
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1010,Animales vivos,101018,Mariscos e invertebrados acuáticos,10101801,unspsc_code_10101801,Camarón vivo
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1010,Animales vivos,101018,Mariscos e invertebrados acuáticos,10101802,unspsc_code_10101802,Almejas vivas
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1010,Animales vivos,101018,Mariscos e invertebrados acuáticos,10101803,unspsc_code_10101803,Mejillones vivos
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1010,Animales vivos,101018,Mariscos e invertebrados acuáticos,10101804,unspsc_code_10101804,Ostras vivas
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1010,Animales vivos,101018,Mariscos e invertebrados acuáticos,10101805,unspsc_code_10101805,Cangrejos vivos
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1010,Animales vivos,101018,Mariscos e invertebrados acuáticos,10101806,unspsc_code_10101806,Abulones vivos
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1010,Animales vivos,101018,Mariscos e invertebrados acuáticos,10101807,unspsc_code_10101807,Pulpo vivo
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1010,Animales vivos,101018,Mariscos e invertebrados acuáticos,10101808,unspsc_code_10101808,Calamar vivo
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1010,Animales vivos,101018,Mariscos e invertebrados acuáticos,10101809,unspsc_code_10101809,Sanguijuelas
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1010,Animales vivos,101019,Insectos,10101901,unspsc_code_10101901,Mariposas
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1010,Animales vivos,101019,Insectos,10101902,unspsc_code_10101902,Escarabajos
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1010,Animales vivos,101019,Insectos,10101903,unspsc_code_10101903,Abejas
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1010,Animales vivos,101019,Insectos,10101904,unspsc_code_10101904,Gusanos de seda
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1010,Animales vivos,101020,Animales salvajes,10102001,unspsc_code_10102001,Elefantes
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1010,Animales vivos,101020,Animales salvajes,10102002,unspsc_code_10102002,Zorros vivos
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1011,Productos para animales domésticos,101113,Tratamientos para los animales domésticos y accesorios y equipo,10111301,unspsc_code_10111301,Juguetes para mascotas
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1011,Productos para animales domésticos,101113,Tratamientos para los animales domésticos y accesorios y equipo,10111302,unspsc_code_10111302,Productos para el aseo y cuidado de mascotas
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1011,Productos para animales domésticos,101113,Tratamientos para los animales domésticos y accesorios y equipo,10111303,unspsc_code_10111303,Equipo para el manejo de desperdicios de las mascotas
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1011,Productos para animales domésticos,101113,Tratamientos para los animales domésticos y accesorios y equipo,10111304,unspsc_code_10111304,Tazones o equipo para alimentación de mascotas
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1011,Productos para animales domésticos,101113,Tratamientos para los animales domésticos y accesorios y equipo,10111305,unspsc_code_10111305,Tratamientos medicados para mascotas
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1011,Productos para animales domésticos,101113,Tratamientos para los animales domésticos y accesorios y equipo,10111306,unspsc_code_10111306,Kits para el entrenamiento de mascotas domésticas
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1011,Productos para animales domésticos,101113,Tratamientos para los animales domésticos y accesorios y equipo,10111307,unspsc_code_10111307,Cobijas para mascotas
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101215,Pienso para ganado,10121501,unspsc_code_10121501,Salvado de trigo puro
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101215,Pienso para ganado,10121502,unspsc_code_10121502,Avena para forraje
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101215,Pienso para ganado,10121503,unspsc_code_10121503,Maíz para forraje
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101215,Pienso para ganado,10121504,unspsc_code_10121504,Sorgo para forraje
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101215,Pienso para ganado,10121505,unspsc_code_10121505,Heno
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101215,Pienso para ganado,10121506,unspsc_code_10121506,Tortas oleaginosas
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101215,Pienso para ganado,10121507,unspsc_code_10121507,Forraje compuesto
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101216,Alimento para pájaros y aves de corral,10121601,unspsc_code_10121601,Alimento vivo para aves
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101216,Alimento para pájaros y aves de corral,10121602,unspsc_code_10121602,Alpiste
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101216,Alimento para pájaros y aves de corral,10121603,unspsc_code_10121603,Pasa bocas o comida recreacional para aves
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101216,Alimento para pájaros y aves de corral,10121604,unspsc_code_10121604,Alimento avícola
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101217,Alimento para peces,10121701,unspsc_code_10121701,Salmuera fresca o congelada
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101217,Alimento para peces,10121702,unspsc_code_10121702,Alimento granulado para peces
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101217,Alimento para peces,10121703,unspsc_code_10121703,Alimento en hojuelas para peces
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101218,Alimento para perros y gatos,10121801,unspsc_code_10121801,Comida seca para perros
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101218,Alimento para perros y gatos,10121802,unspsc_code_10121802,Comida húmeda para perros
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101218,Alimento para perros y gatos,10121803,unspsc_code_10121803,Leche para perros o gatos
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101218,Alimento para perros y gatos,10121804,unspsc_code_10121804,Comida seca para gatos
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101218,Alimento para perros y gatos,10121805,unspsc_code_10121805,Comida húmeda para gatos
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101218,Alimento para perros y gatos,10121806,unspsc_code_10121806,Pasa bocas o comida recreacional para gatos o perros
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101219,Alimento para roedores,10121901,unspsc_code_10121901,Comida granulada para roedores
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101220,Alimento para reptiles,10122001,unspsc_code_10122001,Comida granulada para reptiles
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101220,Alimento para reptiles,10122002,unspsc_code_10122002,Comida húmeda para reptiles
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101220,Alimento para reptiles,10122003,unspsc_code_10122003,Comida viva para reptiles
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101221,Comida para animales variados,10122101,unspsc_code_10122101,Comida para cerdos
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101221,Comida para animales variados,10122102,unspsc_code_10122102,Comida para visones
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101221,Comida para animales variados,10122103,unspsc_code_10122103,Comida para monos
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,101221,Comida para animales variados,10122104,unspsc_code_10122104,Comida para conejos
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1013,Recipientes y hábitat para animales,101315,Cobertizos para animales,10131506,unspsc_code_10131506,Establos para ganado
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1013,Recipientes y hábitat para animales,101315,Cobertizos para animales,10131507,unspsc_code_10131507,Casas para mascotas domesticadas
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1013,Recipientes y hábitat para animales,101315,Cobertizos para animales,10131508,unspsc_code_10131508,Camas para mascotas
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1013,Recipientes y hábitat para animales,101316,Recipientes para animales,10131601,unspsc_code_10131601,Jaulas o sus accesorios
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1013,Recipientes y hábitat para animales,101316,Recipientes para animales,10131602,unspsc_code_10131602,Perreras
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1013,Recipientes y hábitat para animales,101316,Recipientes para animales,10131603,unspsc_code_10131603,Equipaje para el transporte de animales
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1013,Recipientes y hábitat para animales,101316,Recipientes para animales,10131604,unspsc_code_10131604,Correas para perros
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1013,Recipientes y hábitat para animales,101317,Hábitat para animales,10131701,unspsc_code_10131701,Terrarios
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1013,Recipientes y hábitat para animales,101317,Hábitat para animales,10131702,unspsc_code_10131702,Acuarios
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1014,Productos de talabartería y arreo,101415,Talabartería,10141501,unspsc_code_10141501,Sillas de montar
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1014,Productos de talabartería y arreo,101415,Talabartería,10141502,unspsc_code_10141502,Fustas y látigos
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1014,Productos de talabartería y arreo,101415,Talabartería,10141503,unspsc_code_10141503,Herraduras para caballo
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1014,Productos de talabartería y arreo,101415,Talabartería,10141504,unspsc_code_10141504,Herraduras para mula
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1014,Productos de talabartería y arreo,101415,Talabartería,10141505,unspsc_code_10141505,Sillín o pelero
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1014,Productos de talabartería y arreo,101416,Arneses,10141601,unspsc_code_10141601,Bridas
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1014,Productos de talabartería y arreo,101416,Arneses,10141602,unspsc_code_10141602,Yugos
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1014,Productos de talabartería y arreo,101416,Arneses,10141603,unspsc_code_10141603,Bocados para caballos
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1014,Productos de talabartería y arreo,101416,Arneses,10141604,unspsc_code_10141604,Riendas
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1014,Productos de talabartería y arreo,101416,Arneses,10141605,unspsc_code_10141605,Estribos
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1014,Productos de talabartería y arreo,101416,Arneses,10141606,unspsc_code_10141606,Correas o traíllas
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1014,Productos de talabartería y arreo,101416,Arneses,10141607,unspsc_code_10141607,Arneses de cuello para animales
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1014,Productos de talabartería y arreo,101416,Arneses,10141608,unspsc_code_10141608,Arneses o sus accesorios
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1014,Productos de talabartería y arreo,101416,Arneses,10141609,unspsc_code_10141609,Sujetadores
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1014,Productos de talabartería y arreo,101416,Arneses,10141610,unspsc_code_10141610,Bozales
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1014,Productos de talabartería y arreo,101416,Arneses,10141611,unspsc_code_10141611,Soportes para correas
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151501,unspsc_code_10151501,Semillas o plántulas de fríjol
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151502,unspsc_code_10151502,Semillas o plántulas de zanahoria
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151503,unspsc_code_10151503,Semillas o plántulas de apio
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151504,unspsc_code_10151504,Semillas o plántulas de chiles
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151505,unspsc_code_10151505,Semillas o plántulas de calabacín
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151506,unspsc_code_10151506,Semillas o plántulas de alverja
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151507,unspsc_code_10151507,Semillas o plántulas de pepino cohombro
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151508,unspsc_code_10151508,Semillas o plántulas de berenjena
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151509,unspsc_code_10151509,Semillas o plántulas de endivias
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151510,unspsc_code_10151510,Semillas o plántulas de ajo
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151511,unspsc_code_10151511,Semillas o plántulas de puerro
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151512,unspsc_code_10151512,Semillas o plántulas de lechuga
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151513,unspsc_code_10151513,Semillas o plántulas de maíz
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151514,unspsc_code_10151514,Semillas o plántulas de melón
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151515,unspsc_code_10151515,Semillas o plántulas cebolla
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151516,unspsc_code_10151516,Semillas o plántulas de soya
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151517,unspsc_code_10151517,Semillas o plántulas de espinaca
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151518,unspsc_code_10151518,Semillas o plántulas de tomate
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151519,unspsc_code_10151519,Semillas o plántulas de nabo
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151520,unspsc_code_10151520,Semillas o plántulas de acelga
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151521,unspsc_code_10151521,Semillas o plántulas de pimiento morrón
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151522,unspsc_code_10151522,Semillas o plántulas de remolacha
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151523,unspsc_code_10151523,Semillas o plántulas de coliflor
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151524,unspsc_code_10151524,Semillas o plántulas de perejil
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151525,unspsc_code_10151525,Semillas o plántulas de brócoli
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151526,unspsc_code_10151526,Semillas o plántulas de repollo
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151527,unspsc_code_10151527,Semillas o plántulas de papa
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151528,unspsc_code_10151528,Semillas o plántulas de batata
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151529,unspsc_code_10151529,Semillas o plántulas de calabaza
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151530,unspsc_code_10151530,Semillas o plántulas de rábano
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151531,unspsc_code_10151531,Semillas o plántulas de repollitos de bruselas
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151532,unspsc_code_10151532,Semillas o plántulas de ahuyama
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151533,unspsc_code_10151533,Semillas o plántulas de okra
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151534,unspsc_code_10151534,Semillas o plántulas de melón cantalupo
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151535,unspsc_code_10151535,Semillas o plántulas de maní
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151536,unspsc_code_10151536,Semillas o plántulas de caigua
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151537,unspsc_code_10151537,Semillas o plántulas de espárrago
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151538,unspsc_code_10151538,Semillas o plántulas de garbanzo
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101515,Semillas y plántulas vegetales,10151539,unspsc_code_10151539,Semillas o plántulas de haba
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101516,Semillas de cereales,10151601,unspsc_code_10151601,Semillas de trigo
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101516,Semillas de cereales,10151602,unspsc_code_10151602,Semillas de canola
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101516,Semillas de cereales,10151603,unspsc_code_10151603,Semillas de cebada
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101516,Semillas de cereales,10151604,unspsc_code_10151604,Semillas de mijo
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101516,Semillas de cereales,10151605,unspsc_code_10151605,Semillas de avena
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101516,Semillas de cereales,10151606,unspsc_code_10151606,Semillas de ajonjolí
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101516,Semillas de cereales,10151607,unspsc_code_10151607,Semillas de linaza
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101516,Semillas de cereales,10151608,unspsc_code_10151608,Semillas de aceite de ricino
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101516,Semillas de cereales,10151609,unspsc_code_10151609,Semillas de maíz
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101516,Semillas de cereales,10151610,unspsc_code_10151610,Semillas de centeno
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101516,Semillas de cereales,10151611,unspsc_code_10151611,Semillas de sorgo
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101516,Semillas de cereales,10151612,unspsc_code_10151612,Semillas o plántulas de kiwicha
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101516,Semillas de cereales,10151613,unspsc_code_10151613,Semillas o plántulas de quínoa
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101517,Semillas y plántulas de hierba y forraje,10151701,unspsc_code_10151701,Semillas o plántulas de arroz
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101517,Semillas y plántulas de hierba y forraje,10151702,unspsc_code_10151702,Semillas o plántulas de trébol
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101517,Semillas y plántulas de hierba y forraje,10151703,unspsc_code_10151703,Semillas o plántulas de alfalfa
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101517,Semillas y plántulas de hierba y forraje,10151704,unspsc_code_10151704,Semillas o plántulas de pasto
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101517,Semillas y plántulas de hierba y forraje,10151705,unspsc_code_10151705,Semillas o plántulas de veza (gachas / guija)
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101517,Semillas y plántulas de hierba y forraje,10151706,unspsc_code_10151706,Semillas o plántulas de guar
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101518,Semillas y plántulas de especias,10151801,unspsc_code_10151801,Semillas o plántulas de pimienta
10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",101518,Semillas y plántulas de especias,10151802,unspsc_code_10151802,Semillas o plántulas de vainilla
