id,code,description
l10n_co_ciiu_6120,"6120","Actividades de telecomunicaciones inalámbricas"
l10n_co_ciiu_6130,"6130","Actividades de telecomunicación satelital"
l10n_co_ciiu_6190,"6190","Otras actividades de telecomunicaciones"
l10n_co_ciiu_6201,"6201","Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)"
l10n_co_ciiu_6202,"6202","Actividades de consultoría informática y actividades de administración de instalaciones informáticas"
l10n_co_ciiu_6209,"6209","Otras actividades de tecnologías de información y actividades de servicios informáticos"
l10n_co_ciiu_6311,"6311","Procesamiento de datos, alojamiento (hosting) y actividades relacionadas"
l10n_co_ciiu_6312,"6312","Portales web"
l10n_co_ciiu_6391,"6391","Actividades de agencias de noticias"
l10n_co_ciiu_6399,"6399","Otras actividades de servicio de información n.c.p."
l10n_co_ciiu_6411,"6411","Banco Central"
l10n_co_ciiu_6412,"6412","Bancos comerciales"
l10n_co_ciiu_6421,"6421","Actividades de las corporaciones financieras"
l10n_co_ciiu_6422,"6422","Actividades de las compañías de financiamiento"
l10n_co_ciiu_6423,"6423","Banca de segundo piso"
l10n_co_ciiu_6424,"6424","Actividades de las cooperativas financieras"
l10n_co_ciiu_6431,"6431","Fideicomisos, fondos y entidades financieras similares"
l10n_co_ciiu_6432,"6432","Fondos de cesantías"
l10n_co_ciiu_6491,"6491","Leasing financiero (arrendamiento financiero)"
l10n_co_ciiu_6492,"6492","Actividades financieras de fondos de empleados y otras formas asociativas del sector solidario"
l10n_co_ciiu_6493,"6493","Actividades de compra de cartera o factoring"
l10n_co_ciiu_6494,"6494","Otras actividades de distribución de fondos"
l10n_co_ciiu_6495,"6495","Instituciones especiales oficiales"
l10n_co_ciiu_6496,"6496","Capitalización"
l10n_co_ciiu_6499,"6499","Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p."
l10n_co_ciiu_6511,"6511","Seguros generales"
l10n_co_ciiu_6512,"6512","Seguros de vida"
l10n_co_ciiu_6513,"6513","Reaseguros"
l10n_co_ciiu_6515,"6515","Seguros de salud"
l10n_co_ciiu_6521,"6521","Servicios de seguros sociales de salud"
l10n_co_ciiu_6522,"6522","Servicios de seguros sociales de riesgos laborales"
l10n_co_ciiu_6523,"6523","Servicios de seguros sociales en riesgos de familia"
l10n_co_ciiu_6531,"6531","Régimen de prima media con prestación definida (RPM)"
l10n_co_ciiu_6532,"6532","Régimen de ahorro con solidaridad (RAIS)."
l10n_co_ciiu_6611,"6611","Administración de mercados financieros"
l10n_co_ciiu_6612,"6612","Corretaje de valores y de contratos de productos básicos"
l10n_co_ciiu_6613,"6613","Otras actividades relacionadas con el mercado de valores"
l10n_co_ciiu_6614,"6614","Actividades de las sociedades de intermediación cambiaria y de servicios financieros especiales"
l10n_co_ciiu_6615,"6615","Actividades de los profesionales de compra y venta de divisas"
l10n_co_ciiu_6619,"6619","Otras actividades auxiliares de las actividades de servicios financieros n.c.p."
l10n_co_ciiu_6621,"6621","Actividades de agentes y corredores de seguros"
l10n_co_ciiu_6629,"6629","Evaluación de riesgos y daños, y otras actividades de servicios auxiliares"
l10n_co_ciiu_6630,"6630","Actividades de administración de fondos"
l10n_co_ciiu_6810,"6810","Actividades inmobiliarias realizadas con bienes propios o arrendados"
l10n_co_ciiu_6820,"6820","Actividades inmobiliarias realizadas a cambio de una retribución o por contrata"
l10n_co_ciiu_6910,"6910","Actividades jurídicas"
l10n_co_ciiu_6920,"6920","Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria"
l10n_co_ciiu_7010,"7010","Actividades de administración empresarial"
l10n_co_ciiu_7020,"7020","Actividades de consultoría de gestión"
l10n_co_ciiu_7111,"7111","Actividades de arquitectura"
l10n_co_ciiu_7112,"7112","Actividades de ingeniería y otras actividades conexas de consultoría técnica"
l10n_co_ciiu_7120,"7120","Ensayos y análisis técnicos"
l10n_co_ciiu_7210,"7210","Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería"
l10n_co_ciiu_7220,"7220","Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades"
l10n_co_ciiu_7310,"7310","Publicidad"
l10n_co_ciiu_7320,"7320","Estudios de mercado y realización de encuestas de opinión pública"
l10n_co_ciiu_7410,"7410","Actividades especializadas de diseño"
l10n_co_ciiu_7420,"7420","Actividades de fotografía"
l10n_co_ciiu_7490,"7490","Otras actividades profesionales, científicas y técnicas n.c.p."
l10n_co_ciiu_7500,"7500","Actividades veterinarias"
l10n_co_ciiu_7710,"7710","Alquiler y arrendamiento de vehículos automotores"
l10n_co_ciiu_7721,"7721","Alquiler y arrendamiento de equipo recreativo y deportivo"
l10n_co_ciiu_7722,"7722","Alquiler de videos y discos"
l10n_co_ciiu_7729,"7729","Alquiler y arrendamiento de otros efectos personales y enseres domésticos n.c.p."
l10n_co_ciiu_7730,"7730","Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p."
l10n_co_ciiu_7740,"7740","Arrendamiento de propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor"
l10n_co_ciiu_7810,"7810","Actividades de agencias de gestión y colocación de empleo"
l10n_co_ciiu_7820,"7820","Actividades de empresas de servicios temporales"
l10n_co_ciiu_7830,"7830","Otras actividades de provisión de talento humano"
l10n_co_ciiu_7911,"7911","Actividades de las agencias de viaje"
l10n_co_ciiu_7912,"7912","Actividades de operadores turísticos"
l10n_co_ciiu_7990,"7990","Otros servicios de reserva y actividades relacionadas"
l10n_co_ciiu_8010,"8010","Actividades de seguridad privada"
l10n_co_ciiu_8020,"8020","Actividades de servicios de sistemas de seguridad"
l10n_co_ciiu_8030,"8030","Actividades de detectives e investigadores privados"
l10n_co_ciiu_8110,"8110","Actividades combinadas de apoyo a instalaciones"
l10n_co_ciiu_8121,"8121","Limpieza general interior de edificios"
l10n_co_ciiu_8129,"8129","Otras actividades de limpieza de edificios e instalaciones industriales"
l10n_co_ciiu_8130,"8130","Actividades de paisajismo y servicios de mantenimiento conexos"
l10n_co_ciiu_8211,"8211","Actividades combinadas de servicios administrativos de oficina"
l10n_co_ciiu_8219,"8219","Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo a oficina"
l10n_co_ciiu_8220,"8220","Actividades de centros de llamadas (Call center)"
l10n_co_ciiu_8230,"8230","Organización de convenciones y eventos comerciales"
l10n_co_ciiu_8291,"8291","Actividades de agencias de cobranza y oficinas de calificación crediticia"
l10n_co_ciiu_8292,"8292","Actividades de envase y empaque"
l10n_co_ciiu_8299,"8299","Otras actividades de servicio de apoyo a las empresas n.c.p."
l10n_co_ciiu_8411,"8411","Actividades legislativas de la administración pública"
l10n_co_ciiu_8412,"8412","Actividades ejecutivas de la administración pública"
l10n_co_ciiu_8413,"8413","Regulación de las actividades de organismos que prestan servicios de salud, educativos, culturales y otros servicios sociales, excepto servicios de seguridad social"
l10n_co_ciiu_8414,"8414","Actividades reguladoras y facilitadoras de la actividad económica"
l10n_co_ciiu_8415,"8415","Actividades de los otros órganos de control y otras instituciones"
l10n_co_ciiu_8421,"8421","Relaciones exteriores"
l10n_co_ciiu_8422,"8422","Actividades de defensa"
l10n_co_ciiu_8423,"8423","Orden público y actividades de seguridad"
l10n_co_ciiu_8424,"8424","Administración de justicia"
l10n_co_ciiu_8430,"8430","Actividades de planes de seguridad social de afiliación obligatoria"
l10n_co_ciiu_8511,"8511","Educación de la primera infancia"
l10n_co_ciiu_8512,"8512","Educación preescolar"
l10n_co_ciiu_8513,"8513","Educación básica primaria"
l10n_co_ciiu_8521,"8521","Educación básica secundaria"
l10n_co_ciiu_8522,"8522","Educación media académica"
l10n_co_ciiu_8523,"8523","Educación media técnica"
l10n_co_ciiu_8530,"8530","Establecimientos que combinan diferentes niveles de educación"
l10n_co_ciiu_8541,"8541","Educación técnica profesional"
l10n_co_ciiu_8542,"8542","Educación tecnológica"
l10n_co_ciiu_8543,"8543","Educación de instituciones universitarias o de escuelas tecnológicas"
l10n_co_ciiu_8544,"8544","Educación de universidades"
l10n_co_ciiu_8551,"8551","Formación para el trabajo"
l10n_co_ciiu_8552,"8552","Enseñanza deportiva y recreativa"
l10n_co_ciiu_8553,"8553","Enseñanza cultural"
l10n_co_ciiu_8559,"8559","Otros tipos de educación n.c.p."
l10n_co_ciiu_8560,"8560","Actividades de apoyo a la educación"
l10n_co_ciiu_8610,"8610","Actividades de hospitales y clínicas, con internación"
l10n_co_ciiu_8621,"8621","Actividades de la práctica médica, sin internación"
l10n_co_ciiu_8622,"8622","Actividades de la práctica odontológica"
l10n_co_ciiu_8691,"8691","Actividades de apoyo diagnóstico"
l10n_co_ciiu_8692,"8692","Actividades de apoyo terapéutico"
l10n_co_ciiu_8699,"8699","Otras actividades de atención de la salud humana"
l10n_co_ciiu_8710,"8710","Actividades de atención residencial medicalizada de tipo general"
l10n_co_ciiu_8720,"8720","Actividades de atención residencial, para el cuidado de pacientes con retardo mental, enfermedad mental y consumo de sustancias psicoactivas"
l10n_co_ciiu_8730,"8730","Actividades de atención en instituciones para el cuidado de personas mayores y/o discapacitadas"
l10n_co_ciiu_8790,"8790","Otras actividades de atención en instituciones con alojamiento"
l10n_co_ciiu_8810,"8810","Actividades de asistencia social sin alojamiento para personas mayores y discapacitadas"
l10n_co_ciiu_8891,"8891","Actividades de guarderías para niños y niñas"
l10n_co_ciiu_8899,"8899","Otras actividades de asistencia social n.c.p."
l10n_co_ciiu_9001,"9001","Creación literaria"
l10n_co_ciiu_9002,"9002","Creación musical"
l10n_co_ciiu_9003,"9003","Creación teatral"
l10n_co_ciiu_9004,"9004","Creación audiovisual"
l10n_co_ciiu_9005,"9005","Artes plásticas y visuales"
l10n_co_ciiu_9006,"9006","Actividades teatrales"
l10n_co_ciiu_9007,"9007","Actividades de espectáculos musicales en vivo"
l10n_co_ciiu_9008,"9008","Otras actividades de espectáculos en vivo n.c.p."
l10n_co_ciiu_9101,"9101","Actividades de bibliotecas y archivos"
l10n_co_ciiu_9102,"9102","Actividades y funcionamiento de museos, conservación de edificios y sitios históricos"
l10n_co_ciiu_9103,"9103","Actividades de jardines botánicos, zoológicos y reservas naturales"
l10n_co_ciiu_9200,"9200","Actividades de juegos de azar y apuestas"
l10n_co_ciiu_9311,"9311","Gestión de instalaciones deportivas"
l10n_co_ciiu_9312,"9312","Actividades de clubes deportivos"
l10n_co_ciiu_9319,"9319","Otras actividades deportivas"
l10n_co_ciiu_9321,"9321","Actividades de parques de atracciones y parques temáticos"
l10n_co_ciiu_9329,"9329","Otras actividades recreativas y de esparcimiento n.c.p."
l10n_co_ciiu_9411,"9411","Actividades de asociaciones empresariales y de empleadores"
l10n_co_ciiu_9412,"9412","Actividades de asociaciones profesionales"
l10n_co_ciiu_9420,"9420","Actividades de sindicatos de empleados"
l10n_co_ciiu_9491,"9491","Actividades de asociaciones religiosas"
l10n_co_ciiu_9492,"9492","Actividades de asociaciones políticas"
l10n_co_ciiu_9499,"9499","Actividades de otras asociaciones n.c.p."
l10n_co_ciiu_9511,"9511","Mantenimiento y reparación de computadores y de equipo periférico"
l10n_co_ciiu_9512,"9512","Mantenimiento y reparación de equipos de comunicación"
l10n_co_ciiu_9521,"9521","Mantenimiento y reparación de aparatos electrónicos de consumo"
l10n_co_ciiu_9522,"9522","Mantenimiento y reparación de aparatos y equipos domésticos y de jardinería"
l10n_co_ciiu_9523,"9523","Reparación de calzado y artículos de cuero"
l10n_co_ciiu_9524,"9524","Reparación de muebles y accesorios para el hogar"
l10n_co_ciiu_9529,"9529","Mantenimiento y reparación de otros efectos personales y enseres domésticos"
l10n_co_ciiu_9601,"9601","Lavado y limpieza, incluso la limpieza en seco, de productos textiles y de piel"
l10n_co_ciiu_9602,"9602","Peluquería y otros tratamientos de belleza"
l10n_co_ciiu_9603,"9603","Pompas fúnebres y actividades relacionadas"
l10n_co_ciiu_9609,"9609","Otras actividades de servicios personales n.c.p."
l10n_co_ciiu_9700,"9700","Actividades de los hogares individuales como empleadores de personal doméstico"
l10n_co_ciiu_9810,"9810","Actividades no diferenciadas de los hogares individuales como productores de bienes para uso propio"
l10n_co_ciiu_9820,"9820","Actividades no diferenciadas de los hogares individuales como productores de servicios para uso propio"
l10n_co_ciiu_9900,"9900","Actividades de organizaciones y entidades extraterritoriales"
l10n_co_ciiu_0010,"0010","Asalariados"
l10n_co_ciiu_0020,"0020","Pensionados"
l10n_co_ciiu_0081,"0081","Personas naturales y sucesiones ilíquidas sin actividad económica"
l10n_co_ciiu_0082,"0082","Personas naturales subsidiadas por terceros"
l10n_co_ciiu_0090,"0090","Rentistas de capital, solo para personas naturales y sucesiones ilíquidas"
